page_name,post_id,comment_no,reply_no,comment_text,username_anonymised,n_reactions,post_date,collection_date,replied_to_username
Unknown,prgb_post024,10,0,"""جو نمائندے قوم کے حقِ حاکمیت اور حقِ ملکیت کو چھوڑ کر صرف سہولت کاری اور دلالی تک محدود ہو گئے ہیں، انہیں عوام آنے والے انتخابات میں ان کا اصل مقام یاد دلائیں گے!""",7103972c9efbf3a2f953e541fc81de1d050f6308,0,35w,1/24/2026 4:16,
Unknown,prgb_post024,10,1,bhai sb jante hy aise log kaise ate Tum or b in ko kon lata hy. Ye vote se thori ate Hain.,c229c4d0ef3c617cd8cda658aff0a89a294ddf12,0,35w,1/24/2026 4:16,7103972c9efbf3a2f953e541fc81de1d050f6308
Unknown,prgb_post026,1,0,Haq advocate sab,745edb1ffcecdab3118bdbc728163684c2082feb,0,1y,1/24/2026 4:22,
Unknown,prgb_post026,2,0,جیو,e51ed4e1d4df82657a5d1a741bae4cd8504bc5ca,0,1y,1/24/2026 4:22,
Unknown,prgb_post026,3,0,Ashfaq Ahmad Advocate isvthe unequivocal voice of Gilgit Baltistan's indeginous people,86d1210af52c883fded27d1c6e626de6a19411d0,0,1y,1/24/2026 4:22,
Unknown,prgb_post026,4,0,100% agree sir,8f3b3b9c2c3f10a25d20062737948838879a1e07,0,1y,1/24/2026 4:22,
Unknown,imn_post002,1,0,"The land of Gilgit-Baltistan does not belong to bureaucrats, military officials, or the corrupt political elite—it belongs to the indigenous people who have lived on this soil for centuries, cultivating its valleys and defending its mountains. Yet once… See more",e95294bb3ddbd2ce8a9ff258ad8e1d5ebffc19c6,15,35w,1/24/2026 4:28,
Unknown,imn_post002,2,0,اگر زمین عوام کی ملکیت ہے تو لیز کے معاہدے اسلام آباد میں کیوں ہوتے ہیں گلگت بلتستان میں دستخط کیوں نہیں کیے جاتے,1752079834d3c0c5255f9e24ab34ed42bff5d41d,13,35w,1/24/2026 4:28,
Unknown,imn_post002,3,0,Geo jawad,11f414b468d2a136c0c7a8487c6655f2f09ebf71,0,25w,1/24/2026 4:28,
Unknown,imn_post002,4,0,پیراشوٹر نیٹورک,3bacaa633a6e961f7b35d5c0d2910ddb1f0e38ad,0,23w,1/24/2026 4:28,
Unknown,imn_post002,5,0,10% Public land should be further clearly described for certain uses. Should restrict use if public land for military or other federal institutions.,3206e8caaae4b4feedb0648bae1da5dcf410cb25,0,33w,1/24/2026 4:28,
Unknown,imn_post002,6,0,حکومتی لینڈ ریفارم بل سے گلگت بلتستان میں دودھ اور شہد کی ندیاں بہنی ہے تو وزیر اعلی کا ریجن دیامر اس نعمت سے محروم کیوں؟,a42f02c91ed653b8eeecebb9ccd996df66618f04,6,35w,1/24/2026 4:28,
Unknown,imn_post002,7,0,نواز خان ناجی کے لازوال قومی جدوجہد کو سرخ سلام ۔۔۔۔,375f4f2d7a8666d2e22a3f4dd01b0352fbf6ddc0,5,35w,1/24/2026 4:28,
Unknown,imn_post002,8,0,We strongly condemn the shameful actions of Haji Gulbar and his puppets. They should remember that Nawaz Khan Naji is the true leader of the people of Gilgit-Baltistan.,b7c50d07764d676362f44c3d9fc2241faa396eac,7,35w,1/24/2026 4:28,
Unknown,imn_post002,9,0,عوام کو پولو کے پیچھے لگا کر انکی مستقبل کا فیصلہ کیا جا رہا ہے ۔ اگر عوام اس بار اپنے حقوق کے لیے نہیں نکلے گی تو آنے والی نسلیں ان کو معاف نہیں کرے گی ۔,f844cc79c2ded1d37aae38c4538e140014cf29ab,4,35w,1/24/2026 4:28,
Unknown,imn_post002,10,0,"6:40 According to him, population of gilgit baltistan is 5 lac ,he even not know about the population of GB and he is in assembly as a public representative. Shame.",6f52e44de58c68aff0925fa9503ecb2ae6462684,2,35w,1/24/2026 4:28,
Unknown,imn_post002,10,1,bro kaan thk nhi shayd apky wo 5 nhi 22 laakh bol rahy hain,a2f4956d1938c05ce5b3873918916db6eb78317a,0,35w,1/24/2026 4:28,6f52e44de58c68aff0925fa9503ecb2ae6462684
Unknown,imn_post002,11,0,who made these uneducated people politicians,63070b427fd31307653f6c1dbcf262c52cf10edf,0,35w,1/24/2026 4:28,
Unknown,imn_post002,12,0,گلگت بلتستان ایک بڑے کنویں میں گرنے جارہا ہے نابودی نزدیک ہے گلگت بلتستان کی حالت فلسطین سے بھی بدتر ہوگی گلگت بلتستان کے لوگوں بیدار ہوجاو,421b418fe68804b1a18a1a520b6139b23e142989,0,35w,1/24/2026 4:28,
Unknown,imn_post002,13,0,حکومت لوگوں پر ظلم کرنا بند کر دے ایک طرف بل کو مسلط کیا جاتا ہے دوسری طرف دہشت پھیلا رہا اور آواز اٹھانے والوں کو بند کیا جاتا ہے۔ ظلم جب بڑھتا ہے تو مٹ جاتا ہے,11138861d91bdbc5b7324bbcc190275c2188b950,0,34w,1/24/2026 4:28,
Unknown,imn_post002,14,0,Where is naji?,4ac2e5c6a8ba6bff598976f5588baa029b8dddd6,0,34w,1/24/2026 4:28,
Unknown,imn_post002,15,0,Woh to Esa he hai ki Gilgit Baltistan ki Pahad ki choti say Darya tak awamiii malkiyat he hai.. kio b pressure ya power k zor pay awam say Zameen nahe cheen Sakta ..,2526d2f7899022586b38b8335b5d61dbb855d2d6,2,35w,1/24/2026 4:28,
Unknown,imn_post002,16,0,I am from district tangir I stand with Amjad aducate and Nawaz khan naji,6eebc31cfa1ae3c02a672b6facaedd2fd39c4ed0,0,34w,1/24/2026 4:28,
Unknown,imn_post002,17,0,سب منافق خوش ہوئے لینڈ ریفامز بل پاس ہوئے شمش گلبر دونوں امجد ایجنسیوں کے خاص ہوئے ۔۔۔۔۔ راجا زکریا صاحب کو سے دعائیں۔,fc62a8511e395b939a8d9f88d3341420fa0668e7,0,34w,1/24/2026 4:28,
Unknown,imn_post002,18,0,"Just listen to them, they can't even speak properly and it's so unfortunate that they are representing us as our leaders and legislating laws, Afsoos!",d8251f8336ba56c79d3a1522c121bc76851a54b2,0,35w,1/24/2026 4:28,
Unknown,imn_post002,19,0,Gilgit kisi ka ka baap ki jaagir nahi hai ya hamari malkiyat hai,cd0a8a5dbfba1783ae947daf464387f102f6472b,0,35w,1/24/2026 4:28,
Unknown,imn_post002,20,0,One and only leader of balawaristan Nawaz Khan naji,1ee993f858005407db7772ea3afe7bbc5b00de45,0,35w,1/24/2026 4:28,
Unknown,imn_post002,21,0,لانت ھو کنجر لوک,740590863eadfb4a8785d38b5ae4b293d8f918c8,0,35w,1/24/2026 4:28,
Unknown,imn_post002,22,0,Shair ho nawaz naizi king of gb,1a023c9f70b391a448866317b7350adf102ab5c4,0,35w,1/24/2026 4:28,
Unknown,imn_post002,23,0,Only Nawaz khan naji,424cfbc2d0dc4ae01dd6ae27861a539c5b257035,0,35w,1/24/2026 4:28,
Unknown,imn_post002,24,0,Nawaz Khan naji qawom ka beta ha ya Jo b btt kr rha ha sahe ha.,ca3fdfb94fcc1e2cc551809ec3d12417f47450b7,0,34w,1/24/2026 4:28,
Unknown,imn_post002,25,0,"O Bhai Ap logg seyasat nahe merasath k chakra Mai lagy hy,Allah maf kary,In KO Sharam B nahe Atii hy",5781b7fe4b64b11082bd72409318c058a54a9649,0,34w,1/24/2026 4:28,
Unknown,imn_post002,26,0,Geoo,6c3b53fa15a8d5597505afc6d65104a10bbcdbb0,0,35w,1/24/2026 4:28,
Unknown,imn_post002,27,0,Amjad sahib. Public purpose k lia public khud decide karage Kitna kis chez k lia chahya .. tum hotaya Kon ho 10% ...,9fd1fc6b11921929b453f9ab86c9af1cf5c005ed,0,35w,1/24/2026 4:28,
Unknown,imn_post002,28,0,Kaho na gilgit ko bejna chaty hen is liye,306ff3521b7907b22dce447a5b0612db1d2d4026,0,35w,1/24/2026 4:28,
Unknown,imn_post002,29,0,Only Naji,0a9755114fe51a3cad99b574ea9b8271c6b37f44,0,35w,1/24/2026 4:28,
Unknown,imn_post002,30,0,Amjad educate tum apni Kuc khate ho kanjar,c2c5f3b5a91b80866492c59684a60a06e4ab55b4,0,32w,1/24/2026 4:28,
Unknown,imn_post002,31,0,polish log ap log,7371440975731d5caafc8e75e441fadd056551b9,0,35w,1/24/2026 4:28,
Unknown,imn_post002,32,0,In sb ko ak jaga la k ak show karye t k awam ko ar achy se pata lag jaye kn galat he,7a144b04c65bafee0aae8695fe055d89a6ea2655,0,35w,1/24/2026 4:28,
Unknown,imn_post002,33,0,Ap bap dada ke zamin dado,fd6e8e657e647e899f0c0b6935e4afd4838ac149,0,35w,1/24/2026 4:28,
Unknown,imn_post002,34,0,Pathetic,f294a7de1f6b082e6ef8a6f899bd0c64a61f21f9,0,35w,1/24/2026 4:28,
Unknown,imn_post002,35,0,Bola chutya,f5f7b34ab781c93e406f065a02e18e7e6eb1313d,0,35w,1/24/2026 4:28,
Unknown,imn_post002,36,0,Beroo,2f5bdd4c4fdb365a8870a8bff1eb847200c9e3f1,0,26w,1/24/2026 4:28,
Unknown,imn_post002,37,0,Only Naji sab Geo Shair,7aba8ef7c1f343d87737da08fdc7a873522b20b1,0,35w,1/24/2026 4:28,
Unknown,imn_post002,38,0,Shame on you all,e56fb74cbbad839d1434c0a2651d646af7fbeff8,0,35w,1/24/2026 4:28,
Unknown,imn_post002,39,0,Geo naji sab,83a07eb1f30624f96e6b352e44d4c4e888ffc02f,0,35w,1/24/2026 4:28,
Unknown,imn_post002,40,0,O payalo ap ka Jo Kam ha bakhria charana wo Kam karo na seyasat Karna ap ki bas ki bat nhi,e550e0f8320f1fdd06426e725c898ad7521312d3,0,35w,1/24/2026 4:28,
Unknown,imn_post002,41,0,2nmbrnomyndaparlantho,d8141fe1950c9e83651f807b948b5ee5c18cebf4,0,35w,1/24/2026 4:28,
Unknown,imn_post002,42,0,Beroo naji,18a8f2fcedc4a4b8f75852083a72ecd4387b7a92,0,35w,1/24/2026 4:28,
Unknown,imn_post002,43,0,Jeo Naji,1fc6a26b221a71f35098d3686abcd8c2f22cc9b6,0,35w,1/24/2026 4:28,
Unknown,imn_post002,44,0,دلال,6a0c1c4c2657603531e5f280df9a2dc8291d7f37,0,35w,1/24/2026 4:28,
Unknown,imn_post002,45,0,زمینیں تو ختم ہوئی ہیں، اب تمہارے اس قانون کی وجہ سے حکومت پہاڑوں اور چراگاہوں پر بھی قبضہ کرے گی۔,6c3b53fa15a8d5597505afc6d65104a10bbcdbb0,2,35w,1/24/2026 4:28,
Unknown,imn_post002,46,0,Ab zarorat is bat ki he ki tamam khawateen baher nikly gobar Khan Amjad hafizoo ko sar meedan la k jooton se UN ki durgat banaye,32d8493dd74ca3711f4bcf279057f7199c52a311,0,34w,1/24/2026 4:28,
Unknown,imn_post002,47,0,Naji sab Geo Shair,b87a5fa095ff02e5c36795cad093835a11c746d2,0,35w,1/24/2026 4:28,
Unknown,imn_post002,48,0,"Reject this land reform bill until our BASIC RIGHTS are prioritized. Gilgit faces daily power cuts, crumbling infrastructure, and internet services stuck in the Stone Age. How can anyone claim to ‘reform’ land when our communities are denied the bare m… See more",039512deb06cd056a0651205f86965723dcf0905,2,35w,1/24/2026 4:28,
Unknown,imn_post002,49,0,Asambilie ma serf nawaz khan naji ha.baqe sub charwaha ha,7c14031fcbf9fe104e9f60454d23ae01dc15dfc2,0,35w,1/24/2026 4:28,
Unknown,imn_post002,50,0,Where is the interview of the lion (Nawaz Khan naji)Interview him too. He will tell you about this bill.,b23252e51267c85543c19475007836cc12dc9ae6,0,34w,1/24/2026 4:28,
Unknown,imn_post002,51,0,Geo nahi sabb,fe354b25f7a64b10a2a7852676c05d41da772d6b,0,35w,1/24/2026 4:28,
Unknown,imn_post002,52,0,Saran kro,e1927c66078eee21002d8d266ddbc3b4e19f507d,0,34w,1/24/2026 4:28,
Unknown,imn_post002,53,0,Naji k paow k mael k barabar nhi,264f105ca7c9136b1a471bad5e7523a91d9ac3ad,0,35w,1/24/2026 4:28,
Unknown,imn_post002,54,0,Bas beghairat insan,32d8493dd74ca3711f4bcf279057f7199c52a311,0,35w,1/24/2026 4:28,
Unknown,imn_post002,55,0,Agr waqi ma awam ki faidy k liye h tu griftarian qn,9b5cf71574d11fa2fa7db346a93d33cee0bb0598,0,35w,1/24/2026 4:28,
Unknown,imn_post002,56,0,Only naji,e2d4ec41ccb46f9500ddf098d1c65372262cdb2d,0,35w,1/24/2026 4:28,
Unknown,imn_post002,57,0,لعنت تم سمیت لینگڑا سی ایم پر,6eefe95dd21b654b37fc07667a90c3dd5e9bbe1c,0,35w,1/24/2026 4:28,
Unknown,imn_post002,58,0,Naji one man army,61fe3b14b840db37def36751394d4c8876f301c5,0,34w,1/24/2026 4:28,
Unknown,imn_post002,59,0,شیر,539f83f1458dc7cd072a4beffe142955880e2732,0,35w,1/24/2026 4:28,
Unknown,imn_post002,60,0,جو بھی قانون بنتا ہے عوام کے مفاد کو مد نظر رکھتے ہوئے بنانا چاہیے,15cf2b87f6e0e68994c553330aa7464b130f9cd8,0,35w,1/24/2026 4:28,
Unknown,imn_post002,61,0,ناجی خان ناجی خان,fa8854849a4d24195c2fd4305efeb0ff2c8f7940,0,35w,1/24/2026 4:28,
Unknown,imn_post002,62,0,Nawaz naji k elawa sab dalal hai,02b3279765c36bb592dc05ce1e77488546788a36,0,35w,1/24/2026 4:28,
Unknown,imn_post002,63,0,Dalaaloun Sey naji Orr mesum orr Sohail sahb boht achay hain,5242498a8a94f191bc7861c91f0f9772e91dab6f,0,35w,1/24/2026 4:28,
Unknown,imn_post002,64,0,Nawaz Khan Naji,4879946d46a18f6e7f2266493afdcd35945c01a2,0,35w,1/24/2026 4:28,
Unknown,imn_post002,65,0,Bs thy laa tut qan0n ae q lail hin ah??,2f3ffd900f2c9f3ec2478b3f48ca7f236d7525a3,0,35w,1/24/2026 4:28,
Unknown,imn_post002,66,0,بلکل ان کا حق ایسے ہی ہے اپنے پہاڑو پر جیسے وفاق حکومت پاک جنرلز کا اپنے سویس اکونٹ۔۔۔، پر ہے,36e38baa676ac677417c229c0c48a444eed1c4e7,0,35w,1/24/2026 4:28,
Unknown,imn_post002,67,0,Lanat ho yar Tum dalalun pay,7cd584edf3e0a2c088753c04b8e1138fd9cdc808,0,35w,1/24/2026 4:28,
Unknown,imn_post002,68,0,Garmi legi ha rehmat khlaq ne bv ke gali de ager ye gale nagi de tu ????,66f9ab4e89216d6ff5553eef5bdf64affa4416ae,0,35w,1/24/2026 4:28,
Unknown,imn_post002,69,0,Is jahil ko koi bateye gb ke awaam 5 lack nahi 25 lack hai,4146c86eb8243a57fd6f9e429233c2e503f2d056,0,35w,1/24/2026 4:28,
Unknown,imn_post002,70,0,Galt hai garib ki malkiyat hai,4c3fb8686b9783a9bf767368d3a34cc6f3b672dd,0,35w,1/24/2026 4:28,
Unknown,imn_post002,71,0,اگر یہ بہتر قانون ہے تو اپنے دیامر کو کیوں شامل نہیں کیا ہے,ee900587d93cf139d47135dd4313950b7ee4c71d,0,35w,1/24/2026 4:28,
Unknown,imn_post002,72,0,اس بل کو عوام کے سامنے لایا جائے عوام ہی فیصلہ کرے گی سارے ان پڑھ بیٹھے ہیں اسمبلی میں کہیں کوئی غلط فیصلہ نہ کرے,c84655b067660b451eeabaa67a65cfe75863ade8,0,35w,1/24/2026 4:28,
Unknown,imn_post002,73,0,Dalall hokomat,6ded819875f4e315f454ede08ddf3c2a98661491,0,35w,1/24/2026 4:28,
Unknown,imn_post002,74,0,Dala,b87a5fa095ff02e5c36795cad093835a11c746d2,0,35w,1/24/2026 4:28,
Unknown,imn_post002,75,0,Lanat ho tmara shakal pa.,98d0ebe21f7f286152801f170053abcbeae6b36f,0,35w,1/24/2026 4:28,
Unknown,imn_post002,76,0,یشکن قومی موومنٹ ہاہاہا,2264b40496b8de4253bc41fa98f421355f3ee9e3,0,35w,1/24/2026 4:28,
Unknown,imn_post002,77,0,Naji ky jutee ky barabar nia ha yalog Jo naji ky khalaf baty karaha hai Only gilgit baltistan King naji sab,26f7319aab5ca0c7c179c89457a64ed31a183e92,0,35w,1/24/2026 4:28,
Unknown,imn_post002,78,0,Gilgit baltistan ka zameen kch dalal begarti mil ka soda nae kar sakta hn,75792bebaaea6f68cf6a76540f648b6f90343107,0,35w,1/24/2026 4:28,
Unknown,imn_post002,79,0,Amjad Tum pe lannat kis teh bewaqoof banarhe he,32d8493dd74ca3711f4bcf279057f7199c52a311,0,34w,1/24/2026 4:28,
Unknown,imn_post002,80,0,Love Naji,ea9e1144fda9bee85c93f3bdc6756713c76fce29,0,35w,1/24/2026 4:28,
Unknown,imn_post002,81,0,Baki sb dalal or begrat hn bs,75792bebaaea6f68cf6a76540f648b6f90343107,0,35w,1/24/2026 4:28,
Unknown,imn_post002,82,0,Ye Pura choron k ek tabar Sindh sa le kr gb thak JAMA Kia ha gernalon ne apni policies zabardasti impose krwaney k liye,d2e39a02077e87d043fa834cd1a1e0fa26ade113,0,35w,1/24/2026 4:28,
Unknown,imn_post002,83,0,Shakal se kutaha,27da35823bc9f83620f0602844d3866907edfbb4,0,35w,1/24/2026 4:28,
Unknown,imn_post002,84,0,Good Manwa sahb,79fe0c9b06990e5a26fea7b1fcd80f6d42282756,0,34w,1/24/2026 4:28,
Unknown,imn_post002,85,0,Zabrdast,ae3049e738a527846fca1a05863c1edf31f9f213,0,33w,1/24/2026 4:28,
Unknown,imn_post002,86,0,Chup chor,db8aa86e7ae7c681735295d4f580208afc9ebde6,0,35w,1/24/2026 4:28,
Unknown,imn_post002,87,0,Kon Hy Ye Wala Chotiya?,b56c999a341db1bd9e336a873f6807cb48df37dd,0,34w,1/24/2026 4:28,
Unknown,imn_post002,88,0,Hahaha ya kn se drama ha,e2a14b31a82b4c4b7afd54b4790297c3bf803979,0,23w,1/24/2026 4:28,
Unknown,imn_post002,89,0,Awam ko bawaqoof bana raha han or kuch nae,cdbd58637f12dc6be7bc0eaf93840dc500287452,0,35w,1/24/2026 4:28,
Unknown,imn_post002,90,0,"ApNe NaJi SaHiB Sy PuCha hi Nai aSaL muDakhiLad tU uNki Hain is BiLL mA ,,, uNhy puChy Taki aSaL baat Samne aYee",45eebbe57ec7032f03cc6410e66ae05d53b4e36f,0,35w,1/24/2026 4:28,
Unknown,imn_post002,91,0,Sub chor ho ak najii ko utha krrr,2dcf66c5f67c406a438d242fbcb98fac4f7493c9,0,34w,1/24/2026 4:28,
Unknown,imn_post002,92,0,Pagal bogon nou naji ga,167818dda42884de8d79304041835d1b63063938,0,35w,1/24/2026 4:28,
Unknown,imn_post002,93,0,سہولتکاروں نے اپنی مائیں پیش کی ہوئی ہیں پاکستان کو اس لیئے جب ان کی ماںکے یاروں کے خلاف جاوگے تو یہ اوقات دکھائیں گے,d3b769b4848c4919f0aae81899ed865927b0389f,0,34w,1/24/2026 4:28,
Unknown,imn_post002,94,0,Gadon ka jazbat Kisi ka kaam nahein ate,05699c260bff4eef664dcc90993cd200fecd8ddc,0,34w,1/24/2026 4:28,
Unknown,imn_post002,95,0,Bay zamir log . Ek naji sab pay bhari Nawaz Khan Naji,55223a30018d47d1fb909204fdc7c763ff8e3936,0,35w,1/24/2026 4:28,
Unknown,imn_post002,96,0,Naji bero,75792bebaaea6f68cf6a76540f648b6f90343107,0,35w,1/24/2026 4:28,
Unknown,imn_post002,97,0,You are the facilitator of the establishment don't dare to say that you are representing people of GB.You have sold your faith and now you are trying to sell ours and we are not going to accept it. Shame on you.,e32e21d9e23f77bc5e9fa78a2b67091300cee121,4,35w,1/24/2026 4:28,
Unknown,imn_post002,98,0,Geo Naji,aa3ff17edc58fd0647b14a206207d1e31509c4c7,0,35w,1/24/2026 4:28,
Unknown,imn_post002,99,0,Only naji Baba Jan ehsan,26d85aa2f5129ab01f2883a82a9aa063dd0c1d31,0,35w,1/24/2026 4:28,
Unknown,imn_post002,100,0,Ab hoga gilgitbaltistan ka hashar blochhistan jesa,b76872b0f8bafaee98ec29daef7dc0b63801426a,0,35w,1/24/2026 4:28,
Unknown,imn_post002,101,0,Dalal hukmran,871a22a8db1fe87ae867af386d6317adcbd79f59,0,35w,1/24/2026 4:28,
Unknown,imn_post002,102,0,"Thank God that I stand with a leader like this Nawaz Khan naji and we support Nawaz Khan naji. If it weren't for Nawaz Khanji, when would Gilgit-Baltistan have ended?",d18876f472cef656007272137ee72e969d678922,0,35w,1/24/2026 4:28,
Unknown,imn_post002,103,0,,d8141fe1950c9e83651f807b948b5ee5c18cebf4,0,35w,1/24/2026 4:28,
Unknown,imn_post002,104,0,,a21413ed342cd922eddb1391985ca425145c86aa,0,34w,1/24/2026 4:28,
Unknown,imn_post002,105,0,,1a1af92a99ce560a2e11e5849664c51b27c5eb78,0,35w,1/24/2026 4:28,
Unknown,imn_post002,106,0,,1002eec0c7d0efc90976d9559566ec24a7c3451e,0,35w,1/24/2026 4:28,
Unknown,imn_post002,107,0,,fdb96e563c552ecc7c09f5523aeb4dc85602081e,0,35w,1/24/2026 4:28,
Unknown,imn_post002,108,0,Who the hell are you to decide the fate of 5 lac people of gb you yourselves are the slaves of establishment so don't make us slaves as well,94f41a6747dd03c282ea57d872cfad312cc746fe,0,26w,1/24/2026 4:28,
Unknown,imn_post002,109,0,بے غیرت آدمی تم جوتے لے کے بل پاس کراے گا تمہاری اوقات کیا ہے ناجی کے جوتی کے برابر تمہاری اوقات نہیں،گلگت بلتستان کی اتنی فکر ہے تو یہ کروڑوں کے مراعات واپس کرو اور عوام کیلے کوی فلاحی کام کرو ۔ تم بڑا ہمدرد آیا جی بی کے مفاد میں,fba24ada945861b24d6ffc3a0963d8ea60e115e2,4,35w,1/24/2026 4:28,
Unknown,imn_post002,110,0,Only Naji sab Geo Shair,890858be5b251b286dd18c7371dd5f4397e9ca58,0,35w,1/24/2026 4:28,
Unknown,imn_post002,111,0,Chal madarchot dalal naji pa jota othatay ho gandu,bccfb2a462b53b915635f5674299a237cb5b4b24,0,35w,1/24/2026 4:28,
Unknown,imn_post002,112,0,بڑی ہوشیاری کیا ہےعوام کو پولو کے پیچھے لگا کر انکی مستقبل کا فیصلہ کیا جا رہا ہے ۔ اگر عوام اس بار اپنے حقوق کے لیے نہیں نکلے گی تو آنے والی نسلیں ان کو معاف نہیں کرے گی ۔,0392c576de1725b368c6de41e0cd0705f420348f,0,34w,1/24/2026 4:28,
Unknown,imn_post002,113,0,اگر زمین عوام کی ملکیت ہے تو لیز کے معاہدے اسلام آباد میں کیوں ہوتے ہیں گلگت بلتستان میں دستخط کیوں نہیں کیے جاتے,65d9d69f6bc415f7ca96cb9a8039032934047ee1,0,35w,1/24/2026 4:28,
Unknown,imn_post002,114,0,منحوس لعنتی سہولت کار مولوی ملعون ،،،،تم لوگ ہے ہی غدار ،،،ناجی صاحب ایک نڈر عوامی لیڈر ہے,1bbc8661d5edc459588ce39226d0159424a8705d,0,35w,1/24/2026 4:28,
Unknown,imn_post002,115,0,Sara ka Sara bagwas ha jo Gilgit ka zameen ha chaha pahad ho Gilgit baltistan ka tum logun ka baap ka nh puri awam mil kr in ko GB sa badakhal krna chahiya 2vote lyka GB ka zameen ko hatiya Dyna ki sajish kr raha hain ya log,c367d24b3552349e4b6b717452a56908611b4351,0,35w,1/24/2026 4:28,
Unknown,imn_post002,116,0,tum to pahly sa beak chouky ho sub contracter ma b ni aaty ho,90989c6e36d69f15c901c2b956262d03970fa189,0,35w,1/24/2026 4:28,
Unknown,imn_post002,117,0,Sary gn... hain bakwas krte Hain,ad8a3d76bee702e46d066e83f8d81fd75f10d475,0,35w,1/24/2026 4:28,
Unknown,imn_post002,118,0,جو کام پیپلس پارٹی کو کرنا چاہیے تھا وہ نواز کا ناظرین اج کر کے دکھایا اسمبلی میں بٹو کا دوسرا روپ نظر ایا ہے نواز کھنڈا,4d0d493edba0b167134fe5a33c6dccf436655440,0,35w,1/24/2026 4:28,
Unknown,imn_post002,119,0,یہ حرکت کم از کم وزیر اعلی کے منصب پر بھیٹے کوتے کو زیب نہیں دیتا لگتا ہے یہ ایک سکریپٹ کا حصہ تھا جس میں بھرپور اداکاری کی کوشش کیا گیا,113955c4946d6b30d371e5add0de215a755d2615,0,35w,1/24/2026 4:28,
Unknown,imn_post002,120,0,Ya kio ladr nahe ha jahal log ha sap,a92d5931247bad1333c414558189a564f573cdfb,0,35w,1/24/2026 4:28,
Unknown,imn_post002,121,0,GEO Najiii,f59231dd363ebf800bb6c3c290d6b7ab78ec76de,0,35w,1/24/2026 4:28,
Unknown,imn_post002,122,0,Supper hero naji,e262d679c23cd611646e2b605053be4b5089deb3,0,35w,1/24/2026 4:28,
Unknown,imn_post002,123,0,C m,e9d6f09ab0043ce6a535316356a5641a1a30c5a4,0,35w,1/24/2026 4:28,
Unknown,imn_post002,124,0,Naji,69b659dc3d54b1f26426acec2cc0daf37a1d7ad3,0,35w,1/24/2026 4:28,
Unknown,imn_post002,125,0,Payalo,dc28034014990adeb4a10f3279ccbb48752e2eaf,0,34w,1/24/2026 4:28,
Unknown,imn_post002,126,0,King Naji,9a1552da7b330ad2fd743947a5895d61c39cfe90,0,35w,1/24/2026 4:28,
Unknown,imn_post002,127,0,Green Initiative,4adb1b479f75d8e706db26a6237dc71abf089853,0,35w,1/24/2026 4:28,
